timestamp,roll,pitch,yaw
68662287038,-0.523724,-0.938333,1.22973
68662309700,-0.522776,-0.935894,1.22902
68662324729,-0.521514,-0.932981,1.22831
68662348383,-0.522332,-0.930432,1.22896
68662369891,-0.522273,-0.927864,1.22951
68662384745,-0.521941,-0.92546,1.23015
68662439275,-0.520851,-0.923318,1.23031
68662441405,-0.519794,-0.921318,1.23074
68662449804,-0.518812,-0.919562,1.23118
68662469274,-0.517461,-0.91845,1.23082
68662490577,-0.516225,-0.917484,1.23029
68662505444,-0.515952,-0.916917,1.23011
68662529266,-0.515675,-0.916019,1.22961
68662557125,-0.514978,-0.915096,1.22913
68662569594,-0.51517,-0.9142,1.22923
68662587821,-0.516183,-0.913883,1.23031
68662610375,-0.516263,-0.913899,1.23116
68662625275,-0.516565,-0.91408,1.23254
68662647876,-0.517068,-0.913861,1.23384
68662670243,-0.517693,-0.913691,1.23494
68662685399,-0.518269,-0.913841,1.236
68662707876,-0.518679,-0.913706,1.23712
68662730152,-0.519044,-0.913075,1.23857
68662745275,-0.519126,-0.911549,1.23951
68662767703,-0.521764,-0.910049,1.24221
68662782056,-0.523124,-0.907205,1.24524
68662804727,-0.523089,-0.903163,1.24689
68662827710,-0.525573,-0.899021,1.25052
68662842279,-0.528983,-0.895046,1.25466
68662864737,-0.533234,-0.892279,1.25779
68662887750,-0.534294,-0.88884,1.2595
68662902039,-0.531381,-0.884519,1.25796
68662924701,-0.523169,-0.88018,1.24987
68662947927,-0.50701,-0.877726,1.23921
68662970331,-0.490734,-0.88233,1.2291
68662984579,-0.494307,-0.875686,1.22781
68663007853,-0.507386,-0.864347,1.23028
68663030401,-0.507722,-0.846362,1.23383
68663044565,-0.499102,-0.826901,1.2265
68663067823,-0.478902,-0.810912,1.21325
68663090178,-0.459308,-0.800653,1.20104
68663104638,-0.451356,-0.79543,1.19494
68663127878,-0.454221,-0.793682,1.19549
68663150427,-0.462687,-0.794867,1.20174
68663164824,-0.471831,-0.798054,1.2094
68663187662,-0.48139,-0.803723,1.21798
68663210217,-0.49008,-0.810679,1.22638
68663224768,-0.498435,-0.817364,1.23441
68663247905,-0.504753,-0.823474,1.23982
68663270191,-0.510061,-0.829037,1.24348
68663284634,-0.513527,-0.83358,1.24588
68663307714,-0.515187,-0.836227,1.24655
68663330527,-0.513386,-0.836364,1.24463
68663344686,-0.510902,-0.83539,1.24188
68663367695,-0.50969,-0.834222,1.24024
68663383704,-0.510087,-0.832851,1.24005
68663404540,-0.511092,-0.831533,1.24039
68663427713,-0.511644,-0.830156,1.24078
68663443522,-0.511556,-0.829559,1.2415
68663464738,-0.512954,-0.830079,1.24305
68663487788,-0.514626,-0.831279,1.24483
68663503711,-0.515994,-0.832151,1.24656
68663524555,-0.517553,-0.832742,1.24873
68663547054,-0.519767,-0.833729,1.25133
68663563626,-0.520382,-0.834645,1.25314
68663584762,-0.520902,-0.835258,1.25549
68663607187,-0.52128,-0.835438,1.25788
68663623575,-0.521683,-0.83514,1.26031
68663644691,-0.520764,-0.834447,1.26222
68663667194,-0.520202,-0.833596,1.26491
68663683738,-0.519857,-0.832983,1.26798
68663704654,-0.519482,-0.831848,1.27063
68663727178,-0.519192,-0.83153,1.27408
68663743753,-0.518992,-0.831825,1.27854
68663764747,-0.519059,-0.8329,1.28344
68663787015,-0.51852,-0.834532,1.28831
68663803494,-0.516847,-0.83619,1.29236
68663824486,-0.515796,-0.837681,1.29669
68663847026,-0.514863,-0.838674,1.30099
68663863424,-0.513864,-0.839351,1.30557
68663884517,-0.51227,-0.839641,1.3102
68663907000,-0.510655,-0.839448,1.3149
68663923392,-0.508917,-0.839496,1.3203
68663944573,-0.507607,-0.840015,1.32575
68663967129,-0.506427,-0.840646,1.33169
68663983581,-0.506196,-0.842187,1.33852
68664004814,-0.505644,-0.843627,1.34516
68664027271,-0.505657,-0.845396,1.35198
68664043514,-0.505391,-0.846722,1.35876
68664066047,-0.505039,-0.848055,1.3658
68664087282,-0.505212,-0.849016,1.37331
68664103679,-0.50516,-0.84983,1.38077
68664126094,-0.504665,-0.849943,1.38809
68664147278,-0.504286,-0.850086,1.39548
68664163692,-0.50359,-0.850203,1.40253
68664186043,-0.502844,-0.850339,1.40943
68664207268,-0.502192,-0.85034,1.4168
68664223555,-0.501857,-0.850257,1.42437
68664246148,-0.50125,-0.850149,1.43206
68664267120,-0.500932,-0.85038,1.43985
68664283596,-0.500277,-0.850703,1.44751
68664306017,-0.499914,-0.851288,1.45516
68664327267,-0.499785,-0.851849,1.46281
68664343611,-0.499695,-0.852753,1.47023
68664365908,-0.499175,-0.853863,1.47714
