timestamp,x,y,z,w
6979628951,-0.192566,-0.00567627,-0.696655,0.691101
6979643884,-0.191345,-0.00561523,-0.696838,0.691223
6979658777,-0.189636,-0.00543213,-0.697144,0.691406
6979682505,-0.187195,-0.00500488,-0.697449,0.691772
6979703900,-0.183777,-0.00415039,-0.698181,0.691895
6979718900,-0.180115,-0.0020752,-0.699097,0.691956
6979766545,-0.17572,0.0010376,-0.700073,0.692139
6979767282,-0.170898,0.00494385,-0.701172,0.6922
6979780269,-0.165222,0.00909424,-0.702271,0.692444
6979802658,-0.158813,0.0132446,-0.703491,0.692627
6979823930,-0.152466,0.0177002,-0.704956,0.692444
6979840434,-0.146545,0.0224609,-0.706604,0.691895
6979876287,-0.141602,0.0266724,-0.70874,0.690613
6979886325,-0.137939,0.0299683,-0.710938,0.688965
6979906702,-0.136841,0.0321045,-0.71228,0.687683
6979921269,-0.139282,0.0338135,-0.712585,0.686829
6979944318,-0.144592,0.0354004,-0.711975,0.686279
6979960097,-0.15155,0.0361938,-0.711243,0.685486
6979981263,-0.159119,0.0345459,-0.711914,0.683167
6980004296,-0.166992,0.0296631,-0.71344,0.679932
6980020035,-0.175598,0.0230713,-0.714172,0.677185
6980041093,-0.183472,0.0150146,-0.713806,0.675781
6980064277,-0.192139,0.00500488,-0.713806,0.673462
6980080089,-0.215149,-0.010437,-0.708618,0.671936
6980101105,-0.240906,-0.0334473,-0.700928,0.670471
6980124304,-0.257935,-0.0581665,-0.696045,0.667542
6980140069,-0.257507,-0.0751343,-0.695496,0.666565
6980161111,-0.246948,-0.0739136,-0.700439,0.665588
6980191784,-0.237061,-0.0518799,-0.705444,0.665955
6980200026,-0.227478,-0.0261841,-0.708679,0.667358
6980221032,-0.212097,-0.00537109,-0.711426,0.669983
6980243603,-0.192505,0.00982666,-0.713562,0.673584
6980260044,-0.173462,0.0195923,-0.715027,0.677002
6980281237,-0.160339,0.0267334,-0.713501,0.68158
6980303752,-0.152649,0.0319824,-0.7099,0.686829
6980320097,-0.14978,0.0363159,-0.706604,0.690613
6980341227,-0.149231,0.0374756,-0.705872,0.691406
6980363739,-0.148926,0.03302,-0.706116,0.691467
6980380182,-0.151978,0.0248413,-0.707153,0.690125
6980401276,-0.161133,0.0148926,-0.708008,0.687378
6980423760,-0.17865,0.00531006,-0.708618,0.682617
6980440074,-0.203186,-0.00531006,-0.70459,0.679871
6980461159,-0.22998,-0.0220337,-0.699646,0.676086
6980483737,-0.247925,-0.0441284,-0.696411,0.671997
6980500154,-0.25177,-0.0627441,-0.697937,0.66748
6980522664,-0.247803,-0.0625,-0.702698,0.664062
6980543738,-0.239624,-0.0498047,-0.708069,0.662415
6980560103,-0.22876,-0.0316162,-0.712158,0.662964
6980582706,-0.216614,-0.0123291,-0.714844,0.664795
6980603720,-0.201904,0.00354004,-0.716309,0.667969
6980620037,-0.185608,0.0137329,-0.716431,0.672424
6980642529,-0.172546,0.0212402,-0.713623,0.67865
6980663705,-0.163269,0.0263062,-0.709717,0.684814
6980680082,-0.160278,0.0300293,-0.705505,0.689697
6980702657,-0.162659,0.0324707,-0.702515,0.692139
6980723713,-0.167847,0.0315552,-0.700623,0.69281
6980748333,-0.172729,0.0273438,-0.701233,0.691162
6980762518,-0.178101,0.0183105,-0.704407,0.68689
6980783684,-0.185791,0.00445557,-0.70929,0.679993
6980800169,-0.200562,-0.0122681,-0.71167,0.673157
